x,y,z,u,v,w,u0,v0,w0,ZNCC,iteration,convergence,feature,ux,uy,uz,vx,vy,vz,wx,wy,wz
35,60,530,-0.33859271,2.01977491,-22.60605049,0,2,-23,0.94173378,9,0.00038199,0,0.00677836,-0.00142424,-0.00220052,0.00033097,0.01934421,-0.01195423,-0.00082069,0.03281536,-0.03403878
40,60,530,-0.30040717,2.01716948,-22.58623123,0,2,-23,0.94126284,9,0.00040696,0,0.00664675,-0.00337542,-0.00287452,0.00071828,0.01899695,-0.01205781,-0.00096931,0.03224619,-0.03506064
45,60,530,-0.2693592,2.01948333,-22.55631447,0,2,-23,0.93976301,9,0.00048208,0,0.0076102,-0.00463351,-0.00301154,0.00203214,0.01857769,-0.01267406,-0.00076244,0.03117844,-0.03688031
50,60,530,-0.23117718,2.03479457,-22.52140617,0,2,-23,0.93739176,9,0.00054823,0,0.00972843,-0.00522984,-0.00331823,0.00368262,0.018242,-0.01360493,0.00067461,0.02965528,-0.03904623
55,60,530,-0.17799148,2.05874991,-22.48398209,0,2,-23,0.93770999,9,0.00057356,0,0.01586485,-0.00511014,-0.00585999,0.0055616,0.01791489,-0.01464839,0.00166096,0.02759516,-0.04153657
60,60,530,-0.1018016,2.08240056,-22.4601078,0,2,-23,0.93944031,9,0.0004323,0,0.0211637,-0.00465581,-0.00897902,0.00594447,0.01763332,-0.01541658,0.00251448,0.02592438,-0.04393387
65,60,530,-0.09684025,2.11117315,-22.39426231,0,2,-23,0.93801165,10,0.00058591,0,0.01392639,-0.00537393,-0.00749146,0.00399138,0.0173136,-0.01677178,0.00754758,0.02501409,-0.0454331
35,65,530,-0.36629286,2.1188426,-22.42975616,0,2,-23,0.9409616,9,0.00040204,0,0.00693524,-0.00342269,-0.00215786,0.00054026,0.01897013,-0.01252429,-0.00023129,0.03478849,-0.03447521
40,65,530,-0.33264798,2.1161418,-22.4121418,0,2,-23,0.94101322,9,0.00044166,0,0.00731349,-0.00518548,-0.00292954,0.00094171,0.01891899,-0.01249709,-0.00080425,0.03481534,-0.0351401
45,65,530,-0.30011475,2.11584735,-22.38609505,0,2,-23,0.94008541,9,0.00052584,0,0.00831509,-0.00611161,-0.00288173,0.00222743,0.01861584,-0.01320482,-0.00086476,0.0342102,-0.0366317
50,65,530,-0.25761741,2.1276269,-22.35605812,0,2,-23,0.93820763,9,0.00060955,0,0.01035905,-0.00653669,-0.00289384,0.00389258,0.01831126,-0.01429148,0.00036278,0.03332374,-0.03857672
55,65,530,-0.19686946,2.15082145,-22.32222557,0,2,-23,0.93875289,9,0.0006415,0,0.01638341,-0.00632245,-0.00518406,0.00588582,0.01807499,-0.01560701,0.00126814,0.03196316,-0.041125
60,65,530,-0.12260835,2.16924214,-22.29927826,0,2,-23,0.94023979,9,0.0005899,0,0.02020562,-0.00558,-0.00780812,0.00554181,0.01785016,-0.01635536,0.00204015,0.03111303,-0.04351968
65,65,530,-0.10847793,2.20179892,-22.23439789,0,2,-23,0.93920112,10,0.00064595,0,0.01404834,-0.00512018,-0.00722199,0.00393926,0.01807332,-0.01887218,0.00653093,0.03006363,-0.04507512
35,35,535,-0.29798833,1.54575455,-23.38086128,0,1,-24,0.94588912,9,0.00090255,0,0.00703633,-0.00143306,0.00104002,0.00353102,0.02084398,-0.01220366,0.0014068,0.01601611,-0.0349282
40,35,535,-0.24207318,1.57958496,-23.35624886,0,1,-24,0.94693547,9,0.00096336,0,0.00657046,-0.00238418,-0.00011433,0.00232161,0.02014995,-0.01362093,0.00236187,0.0152489,-0.03708595
45,35,535,-0.20097701,1.60593188,-23.32478523,0,1,-24,0.94731706,9,0.00065114,0,0.00771654,-0.00340445,-0.00056925,0.00138061,0.01962507,-0.01497787,0.00327201,0.01470241,-0.0396021
50,35,535,-0.16026351,1.62076366,-23.28824043,0,1,-24,0.94679964,9,0.00042945,0,0.00972426,-0.004296,-0.00118442,0.00045567,0.01927543,-0.01623933,0.00468468,0.01419576,-0.041861
55,35,535,-0.12096038,1.62204075,-23.23999023,0,1,-24,0.94647419,8,0.00078749,0,0.01261258,-0.00528003,-0.00390428,-0.00069229,0.01836491,-0.01805619,0.00486617,0.01352568,-0.04450399
60,35,535,-0.09234127,1.60593402,-23.20044899,0,1,-24,0.94604445,8,0.00067743,0,0.01353514,-0.00315104,-0.00891932,-0.00018823,0.01996398,-0.01899985,0.00352597,0.01328275,-0.04913753
65,35,535,-0.04578222,1.60887778,-23.17494392,0,1,-24,0.94550443,9,0.00079374,0,0.01278532,-0.00252209,-0.01035246,0.00040966,0.02237737,-0.01998206,0.00493943,0.014424,-0.05388659
35,40,535,-0.29548341,1.64106047,-23.33786774,0,1,-23,0.94917154,6,0.0007809,0,0.00669229,-0.00097696,0.00048783,0.00318554,0.01800752,-0.01275959,0.0010724,0.02192221,-0.0313012
40,40,535,-0.24419302,1.66330624,-23.31562805,0,2,-23,0.94858253,8,0.00050621,0,0.00628912,-0.00170605,-0.00034479,0.00247287,0.01833797,-0.01344991,0.0020488,0.02080096,-0.03361076
45,40,535,-0.20503643,1.68247259,-23.28277016,0,1,-24,0.9474234,8,0.00090788,0,0.00714386,-0.00235871,-0.00081848,0.00201838,0.01860559,-0.01434115,0.00285621,0.01969892,-0.03631723
50,40,535,-0.17048861,1.69636118,-23.24234772,0,1,-24,0.94553429,8,0.00072671,0,0.00915945,-0.00283498,-0.00141261,0.00164571,0.01979589,-0.01532436,0.00426502,0.01858333,-0.03904468
55,40,535,-0.13949756,1.69871986,-23.18976402,0,1,-24,0.94509119,8,0.00065831,0,0.01348448,-0.00353411,-0.00376959,0.00084727,0.02140331,-0.01739591,0.00459565,0.01726204,-0.042427
60,40,535,-0.10578182,1.68529058,-23.1468811,0,1,-24,0.94485104,8,0.00075113,0,0.01824737,-0.00109597,-0.0093201,0.00181277,0.02449322,-0.01899365,0.00313532,0.01601712,-0.046996
65,40,535,-0.06034355,1.71914887,-23.1161499,0,1,-24,0.94370383,10,0.00049777,0,0.01254702,-0.002875,-0.00933626,0.00073988,0.02326024,-0.01989143,0.00591929,0.01725109,-0.05149305
35,45,535,-0.30294964,1.71728837,-23.25721359,0,2,-23,0.95136058,7,0.00062209,0,0.00672567,-0.00053879,0.00039517,0.00248338,0.01710141,-0.01290574,0.00042976,0.02667902,-0.02953744
40,45,535,-0.25414434,1.73277104,-23.23657608,0,2,-23,0.95012748,7,0.00042299,0,0.00640261,-0.00111502,-0.00037127,0.00206547,0.01742053,-0.01342044,0.00135122,0.02552623,-0.03148055
45,45,535,-0.21721677,1.74565709,-23.20360374,0,2,-23,0.94817424,6,0.00095196,0,0.00697637,-0.00175489,-0.00113076,0.00183643,0.01719463,-0.01437855,0.00198166,0.024088,-0.03387183
50,45,535,-0.18558723,1.75744128,-23.16210365,0,2,-23,0.94566464,6,0.00068225,0,0.00863028,-0.00207984,-0.00226267,0.0018916,0.01767361,-0.01548781,0.00329764,0.02234654,-0.03650737
55,45,535,-0.15851395,1.76226151,-23.11137009,0,2,-23,0.94492954,6,0.00071631,0,0.01301563,-0.00205296,-0.00503596,0.0020182,0.0189997,-0.01748667,0.00367553,0.02044669,-0.03983414
60,45,535,-0.11697693,1.77043593,-23.07147789,0,2,-23,0.94478142,7,0.00043462,0,0.01841688,-0.00174234,-0.00896167,0.00144289,0.02073467,-0.01966048,0.00300389,0.01885759,-0.04388785
65,45,535,-0.07399189,1.80746353,-23.03048706,0,2,-23,0.9431408,8,0.00099357,0,0.01292634,-0.00366826,-0.00824076,0.00009617,0.02030885,-0.020745,0.00630364,0.01976531,-0.04811561
35,50,535,-0.31443751,1.78830016,-23.12664986,0,2,-23,0.95126063,6,0.00042897,0,0.00698841,-0.00010788,-0.00017173,0.00195369,0.0165019,-0.01389458,-0.00037254,0.02972784,-0.02876157
40,50,535,-0.26712686,1.797961,-23.10886002,0,2,-23,0.94973552,6,0.00043293,0,0.00642061,-0.00137603,-0.0012382,0.00118517,0.01572239,-0.01499325,0.00033272,0.02884656,-0.03037661
45,50,535,-0.23250261,1.80213332,-23.08012009,0,2,-23,0.94741362,6,0.0004512,0,0.00673914,-0.00255647,-0.00231283,0.00081974,0.01482415,-0.01619639,0.0008087,0.02737628,-0.03262347
50,50,535,-0.20012024,1.80798662,-23.04560661,0,2,-23,0.94454604,6,0.00032791,0,0.00834799,-0.00302299,-0.00346336,0.00085111,0.01445448,-0.0173317,0.0021719,0.02550498,-0.03509152
55,50,535,-0.16952355,1.81157243,-23.00335884,0,2,-23,0.94370943,5,0.00051504,0,0.01236963,-0.00289921,-0.0059991,0.00120238,0.01477993,-0.01882237,0.00313306,0.02329551,-0.03781915
60,50,535,-0.11697413,1.81861043,-22.9671917,0,2,-23,0.94365174,6,0.00048929,0,0.01797557,-0.0026126,-0.00922505,0.00134851,0.01520395,-0.02067378,0.00301932,0.02139352,-0.04097241
65,50,535,-0.08137619,1.85259712,-22.91915894,0,2,-23,0.94141769,8,0.00065818,0,0.01348865,-0.00437592,-0.00796136,-0.00019103,0.01513767,-0.02193676,0.0065289,0.02164003,-0.04467207
35,55,535,-0.3318027,1.86608934,-22.97791862,0,2,-23,0.950342,6,0.00066658,0,0.00667989,-0.00148842,-0.00116896,0.00143928,0.01595807,-0.01510842,-0.00110763,0.03119363,-0.02883559
40,55,535,-0.2867423,1.87147617,-22.9649601,0,2,-23,0.94911534,6,0.00094775,0,0.00628519,-0.00282484,-0.00219569,0.00083484,0.01533055,-0.01598345,-0.00052981,0.03070673,-0.03028584
45,55,535,-0.24959983,1.87454402,-22.94139862,0,2,-23,0.94727427,6,0.00083361,0,0.00683463,-0.00398234,-0.00307869,0.00095434,0.01478529,-0.01699224,0.00003112,0.02962933,-0.03248739
50,55,535,-0.21385568,1.88377964,-22.91015244,0,2,-23,0.94463259,6,0.0006851,0,0.00877535,-0.00446718,-0.00403324,0.00167262,0.01448894,-0.01818293,0.00156471,0.02814567,-0.03496552
55,55,535,-0.17656642,1.89718199,-22.87190628,0,2,-23,0.94419897,6,0.00078425,0,0.014009,-0.00435976,-0.00659822,0.00279927,0.01425982,-0.01961821,0.00268423,0.0260455,-0.03779626
60,55,535,-0.11483723,1.91135478,-22.84447861,0,2,-23,0.94446713,6,0.00075539,0,0.01930475,-0.00403011,-0.00948541,0.00327354,0.01430511,-0.02107796,0.0029855,0.02415704,-0.04064083
65,55,535,-0.09239478,1.94201815,-22.78973961,0,2,-23,0.94149637,8,0.00072706,0,0.01320422,-0.00531028,-0.00801612,0.0017269,0.01398718,-0.02199204,0.00695159,0.02414033,-0.04396027
35,60,535,-0.35726103,1.9524281,-22.81564903,0,2,-23,0.94924134,7,0.00051454,0,0.0068562,-0.00320614,-0.001635,0.00095612,0.01559806,-0.01527864,-0.00088124,0.03242409,-0.02912962
40,60,535,-0.3122274,1.9549464,-22.8018856,0,2,-23,0.94819015,7,0.0006135,0,0.0068301,-0.00441538,-0.00259704,0.00079857,0.01538086,-0.01610046,-0.00054123,0.03224698,-0.03032321
45,60,535,-0.27255002,1.95560169,-22.77926826,0,2,-23,0.9464165,7,0.0006312,0,0.00771821,-0.00561243,-0.00321914,0.00155277,0.01502454,-0.01708108,-0.00004441,0.03162106,-0.03228295
50,60,535,-0.23092546,1.96471655,-22.75028038,0,2,-23,0.94391018,7,0.00060696,0,0.00987005,-0.00621917,-0.00393032,0.00278492,0.01469076,-0.01834539,0.00141447,0.03055838,-0.03467876
55,60,535,-0.18564303,1.9822278,-22.71725273,0,2,-23,0.94345891,7,0.00072395,0,0.01578426,-0.00588695,-0.00659947,0.00444024,0.01456439,-0.01999313,0.00234178,0.02881825,-0.03771341
60,60,535,-0.11931551,2.00243092,-22.69499016,0,2,-23,0.94355267,7,0.00064765,0,0.01990128,-0.00530441,-0.00917271,0.00435364,0.01466346,-0.02138942,0.00281632,0.02736408,-0.04083896
65,60,535,-0.10718326,2.03087854,-22.63445091,0,2,-23,0.94095433,9,0.00056402,0,0.01279902,-0.00561351,-0.00772947,0.00231155,0.01472938,-0.02268861,0.00678225,0.02714466,-0.04404563
35,65,535,-0.38818854,2.03897858,-22.64738274,0,2,-23,0.94829863,7,0.00093783,0,0.00715315,-0.00496952,-0.00126444,0.0009977,0.01534188,-0.01523297,-0.00018441,0.0337199,-0.02935737
40,65,535,-0.34379604,2.04246688,-22.63104439,0,2,-23,0.94735038,7,0.00087129,0,0.00763345,-0.00617504,-0.00241496,0.0007925,0.01575959,-0.01578997,-0.00013538,0.03411686,-0.03022134
45,65,535,-0.30031511,2.03942108,-22.60848808,0,2,-23,0.94573277,7,0.00093698,0,0.00851071,-0.00713442,-0.00301145,0.00133415,0.01589596,-0.01672534,0.00019196,0.03396115,-0.03180301
50,65,535,-0.25190735,2.043257,-22.58136559,0,2,-23,0.94335622,7,0.0008954,0,0.01036561,-0.00757091,-0.00365318,0.00246718,0.01592696,-0.01806632,0.00150771,0.03345285,-0.03390861
55,65,535,-0.19800554,2.05860734,-22.55177116,0,2,-23,0.94307321,7,0.00098007,0,0.01580024,-0.00685346,-0.00637443,0.00416925,0.01611376,-0.01992235,0.00235726,0.03237631,-0.03698254
60,65,535,-0.13211124,2.07412744,-22.53132057,0,2,-23,0.94307429,7,0.00098405,0,0.01840115,-0.00551476,-0.00870887,0.0033731,0.01645732,-0.02128524,0.00267361,0.03162501,-0.0401209
65,65,535,-0.11671903,2.09939742,-22.46973419,0,2,-23,0.94095802,9,0.00066997,0,0.01208711,-0.00465554,-0.0080275,0.00158291,0.01689577,-0.02351865,0.00610373,0.0312072,-0.04317302
35,35,540,-0.28003049,1.48662663,-23.54626274,0,1,-24,0.94933712,7,0.00078542,0,0.00663221,-0.003211,-0.00090793,0.0035616,0.01923311,-0.01491849,-0.00061969,0.01657054,-0.03222591
40,35,540,-0.23006788,1.51728404,-23.53694153,0,1,-24,0.95044428,7,0.00070638,0,0.00645614,-0.00360419,-0.00166555,0.00189595,0.01868439,-0.01619596,0.00085933,0.01589416,-0.03400987
45,35,540,-0.18591303,1.54063153,-23.5218544,0,1,-24,0.95072228,7,0.00055215,0,0.00761175,-0.0040685,-0.00209729,0.00041371,0.01818228,-0.01754208,0.00237527,0.01519371,-0.03614914
50,35,540,-0.14303386,1.55070627,-23.50008011,0,1,-24,0.95002913,7,0.00043863,0,0.00996435,-0.00488004,-0.00239812,-0.00083145,0.01800835,-0.0187536,0.00408433,0.01458599,-0.03861386
55,35,540,-0.11439092,1.54737258,-23.47151756,0,1,-24,0.94890279,7,0.00060145,0,0.0111438,-0.00536661,-0.00561845,-0.00165333,0.01698971,-0.02008908,0.00355417,0.01403363,-0.04249072
60,35,540,-0.09932261,1.52795577,-23.44911385,0,1,-24,0.9482069,7,0.00090022,0,0.01174808,-0.00232655,-0.01032353,-0.00082015,0.01890421,-0.02044781,0.00233625,0.01405711,-0.04728913
65,35,540,-0.0565911,1.52739573,-23.44054413,0,1,-24,0.9475643,8,0.00091305,0,0.01126075,-0.002098,-0.01135866,-0.00052577,0.0209229,-0.02127982,0.00356989,0.01527392,-0.05190879
35,40,540,-0.28011575,1.57939315,-23.49157143,0,1,-24,0.95257699,7,0.00053993,0,0.00645483,-0.00291928,-0.0016375,0.00325441,0.01612234,-0.0159578,-0.00075809,0.0223961,-0.02911395
40,40,540,-0.23271738,1.60148084,-23.4829464,0,1,-24,0.9523086,7,0.00049726,0,0.00616276,-0.00325499,-0.00222837,0.00203657,0.01633275,-0.01667804,0.00054952,0.02141747,-0.03116822
45,40,540,-0.18989541,1.61870658,-23.4670887,0,1,-24,0.95120835,7,0.00050383,0,0.00680447,-0.00350211,-0.00281686,0.00105279,0.01651967,-0.01757626,0.00168687,0.02028154,-0.03371817
50,40,540,-0.15322039,1.62737739,-23.44475365,0,1,-24,0.94916284,7,0.00050652,0,0.00907314,-0.00382634,-0.00307555,0.00035755,0.01789641,-0.01841667,0.00328843,0.01913354,-0.03663862
55,40,540,-0.12871723,1.6207298,-23.41532707,0,1,-24,0.94803405,7,0.00068357,0,0.01239061,-0.00421205,-0.00525167,-0.00051955,0.01979494,-0.02018939,0.00338671,0.01799397,-0.04073727
60,40,540,-0.10957186,1.60587871,-23.38954735,0,1,-24,0.94718105,8,0.0002962,0,0.01578045,-0.00086811,-0.01037407,0.00078732,0.02294612,-0.02108325,0.00199055,0.01700011,-0.0456515
65,40,540,-0.06428508,1.63456702,-23.37498283,0,1,-24,0.94607872,9,0.00050344,0,0.01084197,-0.00239539,-0.01017324,-0.00022238,0.02213359,-0.02184512,0.00432388,0.01821662,-0.05010408
35,45,540,-0.29225382,1.65056515,-23.40282249,0,1,-24,0.95472872,7,0.00038412,0,0.00659335,-0.00236743,-0.00176082,0.00263787,0.01498795,-0.01641207,-0.00111893,0.02707168,-0.02730852
40,45,540,-0.24536899,1.66681969,-23.39503098,0,1,-24,0.95383197,7,0.00048865,0,0.00637555,-0.002584,-0.00232002,0.00173498,0.01532745,-0.01694254,0.00002725,0.02616033,-0.02926892
45,45,540,-0.20344847,1.67788982,-23.3799839,0,1,-24,0.9519788,7,0.00069925,0,0.00678658,-0.0028154,-0.00311407,0.00109867,0.01542473,-0.01778664,0.00087712,0.02492171,-0.03173912
50,45,540,-0.17054333,1.68430078,-23.35633469,0,1,-24,0.94926,7,0.00088241,0,0.00860846,-0.00294315,-0.00405661,0.00093056,0.01611435,-0.01877399,0.00224111,0.02329083,-0.03470451
55,45,540,-0.14777601,1.68206906,-23.32647705,0,1,-24,0.94785923,8,0.00037377,0,0.01228285,-0.00276066,-0.00637436,0.00078128,0.01758611,-0.02061959,0.0024206,0.02156948,-0.03857493
60,45,540,-0.1160078,1.68621266,-23.30344772,0,1,-24,0.94702309,8,0.00052054,0,0.01612186,-0.00174886,-0.00979496,0.00042318,0.01918793,-0.02230052,0.0016769,0.02019644,-0.04297566
65,45,540,-0.07246375,1.72151935,-23.27860451,0,1,-24,0.94553703,9,0.00088009,0,0.01104176,-0.00315098,-0.00903104,-0.00076815,0.01916349,-0.0233587,0.00435926,0.02116985,-0.0474484
35,50,540,-0.31353682,1.70907247,-23.27328873,0,1,-23,0.95477909,6,0.00054107,0,0.00705409,-0.00143499,-0.00195545,0.00255958,0.01470125,-0.0171286,-0.00146776,0.02986988,-0.02615619
40,50,540,-0.26666272,1.720613,-23.26726723,0,1,-23,0.95361227,6,0.00088995,0,0.00669515,-0.00228858,-0.00277328,0.00146171,0.01400363,-0.01819625,-0.00048888,0.02932633,-0.02774209
45,50,540,-0.22471736,1.72603238,-23.25450706,0,1,-23,0.95128167,7,0.00027772,0,0.00691319,-0.00310387,-0.0038652,0.0006977,0.01332963,-0.01926801,0.0001332,0.0281166,-0.03008628
50,50,540,-0.18883385,1.72890079,-23.23517609,0,1,-23,0.94812953,7,0.00028733,0,0.00867116,-0.00339645,-0.00489856,0.0004354,0.0131557,-0.02036087,0.00133645,0.0264585,-0.03304285
55,50,540,-0.16081396,1.72872901,-23.21018028,0,1,-24,0.9466542,8,0.00044938,0,0.01224864,-0.0032243,-0.00717289,0.00051781,0.013623,-0.02201405,0.0018093,0.0245476,-0.03668022
60,50,540,-0.11628012,1.73409998,-23.18939209,0,1,-24,0.94580108,8,0.00056046,0,0.01633525,-0.00265467,-0.00998432,0.00061482,0.01400661,-0.02381581,0.00134234,0.02295823,-0.04058278
65,50,540,-0.07956709,1.76915228,-23.15685272,0,1,-24,0.94367099,10,0.00042979,0,0.01165152,-0.00384465,-0.00866082,-0.00086233,0.01416147,-0.02518905,0.0041628,0.02352098,-0.04491085
35,55,540,-0.33828336,1.77472413,-23.13130951,0,1,-23,0.95425582,6,0.00067305,0,0.00685477,-0.00235845,-0.00239685,0.00241937,0.0141685,-0.01796844,-0.00178108,0.0309886,-0.02576852
40,55,540,-0.29202747,1.78579044,-23.12769318,0,1,-23,0.95321053,7,0.00030129,0,0.00672901,-0.00327961,-0.00316627,0.00145651,0.01358902,-0.01879582,-0.00092356,0.03090725,-0.02714741
45,55,540,-0.24588615,1.7919662,-23.11760521,0,1,-23,0.95120484,7,0.00030315,0,0.00722361,-0.00409849,-0.00421644,0.00110267,0.01315176,-0.01973023,-0.00027635,0.03012041,-0.02934062
50,55,540,-0.2041509,1.79896116,-23.09988403,0,1,-23,0.94831628,7,0.00033619,0,0.00934613,-0.00439806,-0.00528573,0.001504,0.01293397,-0.02098843,0.00107093,0.02890961,-0.0322637
55,55,540,-0.16917257,1.80924118,-23.07816315,0,1,-23,0.94718909,7,0.00050542,0,0.01399457,-0.00422706,-0.00774041,0.00237565,0.01272011,-0.02274767,0.00166343,0.02709195,-0.03594667
60,55,540,-0.11517148,1.8231113,-23.06339645,0,2,-23,0.94650632,6,0.00099379,0,0.01771104,-0.00395863,-0.01017703,0.00270788,0.01289105,-0.02451831,0.00143454,0.02556353,-0.03976607
65,55,540,-0.09151717,1.85914457,-23.02357674,0,2,-23,0.94358623,8,0.0005208,0,0.01129901,-0.00470655,-0.00886335,0.00130241,0.01283669,-0.02568272,0.00448465,0.02605477,-0.04416591
35,60,540,-0.36374107,1.85380244,-22.97633743,0,2,-23,0.95346546,6,0.00087221,0,0.00703669,-0.00350272,-0.00243627,0.00218478,0.01397502,-0.01806891,-0.00137031,0.03183477,-0.02595085
40,60,540,-0.31796253,1.86320662,-22.96802711,0,2,-23,0.95255995,6,0.00045049,0,0.00731111,-0.00435445,-0.00316425,0.00173352,0.01368725,-0.01896801,-0.0008023,0.03207272,-0.02703321
45,60,540,-0.26872221,1.86891901,-22.95601273,0,2,-23,0.95064616,6,0.00061126,0,0.00824893,-0.00536704,-0.00407298,0.00203495,0.01327145,-0.01994776,-0.0001409,0.03183924,-0.02891701
50,60,540,-0.22004381,1.87698007,-22.93881226,0,2,-23,0.9478727,6,0.00065501,0,0.01067996,-0.00590629,-0.00510443,0.00293201,0.0128814,-0.02129364,0.00112794,0.03112291,-0.03170639
55,60,540,-0.17691544,1.89180958,-22.92224121,0,2,-23,0.9466567,6,0.00061496,0,0.01574135,-0.00547301,-0.00770991,0.00411153,0.01268184,-0.02316402,0.00155099,0.02971074,-0.03548878
60,60,540,-0.11615011,1.91071987,-22.91231728,0,2,-23,0.94582164,6,0.00091723,0,0.01826763,-0.00483433,-0.00997756,0.00372853,0.01297927,-0.02484893,0.00144697,0.02851782,-0.0395363
65,60,540,-0.10282245,1.94243443,-22.86494637,0,2,-23,0.94316864,8,0.00087333,0,0.01049232,-0.00467456,-0.00868784,0.00168799,0.01322508,-0.02619021,0.00446293,0.02882287,-0.04392815
35,65,540,-0.38903597,1.93844473,-22.81456184,0,2,-23,0.95262784,7,0.00089558,0,0.00752306,-0.00494055,-0.00202698,0.00191415,0.01373339,-0.01757256,-0.00044177,0.03313614,-0.02632403
40,65,540,-0.3435252,1.94865954,-22.79940033,0,2,-23,0.9517408,7,0.00048552,0,0.00827122,-0.00590778,-0.00296536,0.00157213,0.01404417,-0.01839554,-0.00024257,0.03378855,-0.02700406
45,65,540,-0.29011697,1.95119143,-22.78371429,0,2,-23,0.94988608,7,0.00054046,0,0.00914419,-0.00678226,-0.00388203,0.0017194,0.01414192,-0.01940842,0.00024346,0.03401724,-0.02844864
50,65,540,-0.23433991,1.95480251,-22.76570892,0,2,-23,0.94720244,7,0.00056117,0,0.01122665,-0.00719557,-0.00504476,0.00248375,0.01413774,-0.02077767,0.00136664,0.03394601,-0.03098387
55,65,540,-0.18259197,1.96667075,-22.75155449,0,2,-23,0.94611895,7,0.00053786,0,0.01568568,-0.00614316,-0.0079334,0.00359239,0.01430154,-0.02284995,0.001645,0.03321699,-0.03481758
60,65,540,-0.12191856,1.97965336,-22.74195099,0,2,-23,0.94530386,7,0.0004639,0,0.01651633,-0.00467799,-0.01001593,0.0023875,0.01484227,-0.02444153,0.00146965,0.03261669,-0.03873521
65,65,540,-0.10982031,2.00187039,-22.69150162,0,2,-23,0.94303781,8,0.00095514,0,0.00927174,-0.00353539,-0.00919253,0.00054937,0.01524901,-0.02626773,0.00413122,0.03260326,-0.04275817
35,35,545,-0.28724629,1.40321887,-23.68717957,0,1,-24,0.9502219,6,0.00048474,0,0.00685406,-0.00360835,-0.00205054,0.00318403,0.01788652,-0.01644912,-0.00161423,0.01682582,-0.03019637
40,35,545,-0.24000619,1.42812467,-23.6829052,0,1,-24,0.9511376,6,0.00062111,0,0.00711,-0.00357847,-0.00238512,0.00160852,0.01741469,-0.01759415,0.00024731,0.01622034,-0.03157598
45,35,545,-0.19541134,1.44603002,-23.67702675,0,1,-24,0.95135629,6,0.00077428,0,0.00862253,-0.00384489,-0.00266204,-0.00014779,0.01710224,-0.01917959,0.00210886,0.0155219,-0.03344756
50,35,545,-0.15132657,1.45588255,-23.66995811,0,1,-24,0.95039707,6,0.00086955,0,0.01042116,-0.00428066,-0.00330997,-0.00132502,0.01663136,-0.02027929,0.00353109,0.01493129,-0.03632689
55,35,545,-0.12540011,1.44939661,-23.6639061,0,1,-24,0.94897151,7,0.00044939,0,0.0108099,-0.00446365,-0.00578653,-0.00181898,0.01566851,-0.02120239,0.00327987,0.01503326,-0.04054582
60,35,545,-0.11243328,1.43497682,-23.65598869,0,1,-24,0.94749445,7,0.00087894,0,0.01082933,-0.00191518,-0.00905626,-0.00162045,0.01645315,-0.02174556,0.00235241,0.01539174,-0.04460114
65,35,545,-0.06713454,1.43412721,-23.66218948,0,1,-24,0.94595355,8,0.00075191,0,0.00979555,-0.00254343,-0.00966739,-0.00222452,0.01698613,-0.02250477,0.00354356,0.0166687,-0.04869038
35,40,545,-0.28854343,1.49341595,-23.62063217,0,1,-24,0.95340317,6,0.00040356,0,0.00694609,-0.003363,-0.00271321,0.00287406,0.01489162,-0.01773182,-0.00184754,0.02259852,-0.0274843
40,40,545,-0.24277028,1.51094484,-23.61758041,0,1,-24,0.95309919,6,0.00054671,0,0.00686848,-0.00336558,-0.00304139,0.00174272,0.0151062,-0.01831128,-0.00034609,0.0216979,-0.02930987
45,40,545,-0.20020205,1.52287138,-23.61238861,0,1,-24,0.95202804,6,0.00087037,0,0.00767624,-0.00328147,-0.0036376,0.00061982,0.01549852,-0.01929609,0.00094238,0.02068552,-0.03176528
50,40,545,-0.1590012,1.52844667,-23.60803604,0,1,-24,0.95002055,7,0.0002825,0,0.00995743,-0.00334789,-0.00380796,-0.00011831,0.01721036,-0.02019508,0.00266468,0.01966096,-0.03475988
55,40,545,-0.13366462,1.51802969,-23.60177994,0,1,-24,0.94874966,7,0.00043435,0,0.01247633,-0.00367119,-0.00530967,-0.00100058,0.01905441,-0.02183851,0.00318641,0.01889854,-0.038845
60,40,545,-0.11855336,1.50724232,-23.588974,0,1,-24,0.94703984,7,0.00096261,0,0.0141716,-0.00085714,-0.00885909,-0.00044442,0.02063787,-0.02286381,0.00218191,0.01818584,-0.04292208
65,40,545,-0.07036257,1.52870953,-23.58792305,0,1,-24,0.94532299,8,0.00083783,0,0.00983703,-0.00221381,-0.00873438,-0.00172567,0.01948166,-0.02364726,0.00392658,0.01923912,-0.0468266
35,45,545,-0.29864246,1.56010664,-23.52436447,0,1,-24,0.95557237,6,0.00042144,0,0.00718164,-0.0026483,-0.00272334,0.0025278,0.01395655,-0.01862141,-0.00208613,0.02734923,-0.02586502
40,45,545,-0.25211585,1.57363951,-23.52158737,0,1,-24,0.95468622,6,0.00070404,0,0.00712538,-0.00256824,-0.00306949,0.00164749,0.01442409,-0.01886831,-0.00091473,0.02647156,-0.02782869
45,45,545,-0.20938328,1.58204854,-23.51642799,0,1,-24,0.95289463,7,0.00036727,0,0.00764608,-0.00236657,-0.0038988,0.00096518,0.01498497,-0.01962622,-0.00007228,0.02544089,-0.03047299
50,45,545,-0.17313942,1.58717418,-23.51029015,0,1,-24,0.95025337,7,0.00058931,0,0.0094254,-0.00222871,-0.00471824,0.00075943,0.01592183,-0.02059126,0.00134663,0.02403943,-0.03354967
